SeniorCitizen,Partner,Dependents,tenure,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,PaperlessBilling,MonthlyCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,0,0,-1.0331224013585834,0,0,0,0,0,1,0.0694068640880114,1,0,0,1,0,0,0,0,1,0,0
0,0,0,-1.0331224013585834,1,0,0,0,0,1,0.3020584441112687,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-0.5851984004382496,0,0,0,1,0,0,-0.2430109719432193,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0.2699292376823877,0,1,0,1,0,1,1.1861344481996463,0,1,0,0,0,1,0,0,1,0,0
0,0,0,0.2699292376823877,0,0,0,1,1,0,0.5696077611380149,0,1,0,0,1,0,0,0,1,0,0
1,0,0,-1.1960038562387048,1,0,0,0,0,1,0.3751775121185782,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.8116293744149552,0,1,1,0,0,1,-0.07376122206285735,1,0,0,1,0,0,0,0,0,1,1
0,1,1,0.26414668872873337,0,0,1,0,1,1,-0.35411377409497163,1,0,0,0,1,0,0,1,0,0,1
0,0,1,-1.1852569112518185,1,0,0,0,1,0,0.20339193270141365,0,1,0,1,0,0,0,1,0,0,1
0,1,1,-1.2774445836787656,0,0,0,0,0,0,-1.4744025490663168,0,0,1,0,1,0,0,0,0,1,0
0,1,1,-0.5851984004382496,0,0,0,1,1,1,-0.344380588953353,1,0,0,0,1,0,0,1,0,0,0
0,0,0,1.125056875803025,0,1,0,1,0,1,-0.6750781919864114,1,0,0,0,1,0,0,0,1,0,0
0,0,0,-1.2774445836787656,1,0,0,0,0,1,0.6726391751483144,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.0331224013585834,1,0,1,0,0,1,1.1645310871974868,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,1,-0.7265938989915613,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0.7178532386027215,0,0,0,0,0,0,-1.5076384890696393,0,0,1,0,0,1,0,1,0,0,0
1,1,0,-0.4223169455581282,1,1,1,0,1,1,-0.0402717379229525,1,0,0,1,0,0,0,0,0,1,0
0,0,1,-0.7888002190384014,0,0,1,0,0,0,-1.150352134033923,1,0,0,1,0,0,0,0,1,0,0
0,1,0,1.6137012404433893,0,1,1,1,1,0,0.6543594081464871,1,0,0,0,0,1,0,0,0,1,0
0,0,0,-1.195269824996938,0,0,0,0,0,1,0.0073250023122932995,0,1,0,1,0,0,0,0,1,0,1
0,1,0,-0.9172097803111207,1,0,0,0,0,1,0.2560424255333309,0,1,0,1,0,0,1,0,0,0,1
0,1,0,-0.0965540357978854,0,0,0,1,0,1,-0.4906187249679718,1,0,0,1,0,0,0,0,0,1,0
1,0,0,-1.0738427650786138,0,0,0,1,0,0,0.3203382111130964,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2367242199587352,0,0,0,0,0,0,0.26133909707119185,0,1,0,1,0,0,0,0,1,0,1
1,1,0,1.6137012404433893,1,1,1,1,0,1,0.642726829145324,1,0,0,0,0,1,0,1,0,0,0
0,1,0,1.5729808767233588,0,0,0,0,0,1,-1.4577845790646555,0,0,1,0,0,1,1,0,0,0,0
0,0,0,-0.8295205827584317,1,0,1,0,0,1,0.8105683261621028,0,1,0,1,0,0,0,0,1,0,0
0,0,0,-1.2367242199587352,1,0,0,0,0,1,-0.1978317525880978,1,0,0,1,0,0,0,0,1,0,1
1,1,0,1.6137012404433893,1,0,1,1,0,1,1.3091074262119398,0,1,0,0,0,1,1,0,0,0,1
0,0,0,0.5549717837226001,1,1,1,0,0,1,0.96179185317722,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.09844708481113607,1,1,1,0,1,1,0.01445630650430485,1,0,0,0,1,0,0,0,0,1,1
0,0,0,-1.1568546165078644,0,1,1,0,0,1,-0.7288082128175979,1,0,0,1,0,0,0,0,0,1,1
0,0,0,1.6137012404433893,1,0,1,1,0,1,1.2924894562102784,0,1,0,0,0,1,0,0,1,0,0
0,1,1,-1.0559133172525805,0,0,0,0,0,1,0.1752285681795161,0,1,0,1,0,0,1,0,0,0,1
0,1,1,0.2699292376823877,1,0,0,0,0,1,-1.3614003530550205,0,0,1,0,0,1,0,0,0,1,0
0,0,0,-0.827217655928494,1,0,1,1,0,1,0.6340882328164626,0,1,0,1,0,0,0,1,0,0,1
0,1,1,-0.8702409464784621,0,1,0,0,0,0,-0.4573827849646494,1,0,0,1,0,0,1,0,0,0,0
0,0,0,-1.0425211282974867,0,1,1,0,0,1,-0.08113554071529655,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-1.1800856820452374,0,0,0,0,0,1,0.32541775047821947,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.1021411515022936,0,1,1,0,0,1,-0.4574627748924983,1,0,0,1,0,0,0,0,0,1,1
1,0,0,-0.2594354906780068,1,0,0,0,1,1,0.0428181120853536,1,0,0,1,0,0,0,0,1,0,0
0,1,1,-0.9109613101984924,0,0,0,0,0,1,0.8005975441611056,0,1,0,1,0,0,0,0,1,0,0
0,1,1,-0.8985754970924595,0,0,0,0,0,0,-0.30997005503624536,1,0,0,1,0,0,0,0,1,0,1
0,1,0,0.758573602322752,0,0,1,0,0,1,-1.153675728034255,1,0,0,1,0,0,0,1,0,0,0
0,0,0,-1.2393973796791906,0,0,0,0,0,1,0.2134016953175737,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.25688834352090906,1,0,1,0,0,1,1.0971949003108703,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.1860133209057433,0,0,0,0,0,1,0.327744394043164,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.4328106925625091,1,0,0,0,0,1,-1.2982520670487077,0,0,1,0,0,1,0,1,0,0,0
0,1,0,-0.8702409464784621,0,0,0,0,0,1,-0.626886078981594,1,0,0,1,0,0,1,0,0,0,0
1,1,0,-1.2723252719190878,0,0,0,0,0,0,0.13131817030405268,0,1,0,1,0,0,0,0,0,1,1
0,0,0,-1.225842506449705,0,0,0,0,0,1,-0.11571289380797808,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.055833672077855,0,0,1,0,1,1,0.4549437681265523,0,1,0,1,0,0,0,0,1,0,1
0,0,1,-0.7888002190384014,1,0,1,1,0,1,1.3091074262119398,0,1,0,0,1,0,0,1,0,0,0
0,0,0,-1.226730501754933,0,0,0,0,0,1,0.23672211964328527,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2400761673301237,0,1,1,0,0,1,-0.27524970157747813,1,0,0,1,0,0,0,0,0,1,1
0,1,1,1.4915401492832985,1,0,0,1,0,1,1.152898508196324,0,1,0,1,0,0,0,1,0,0,1
0,1,1,1.4100994218432374,1,1,0,0,1,0,1.3240635992134344,0,1,0,0,0,1,1,0,0,0,0
1,1,0,1.4508197855632678,1,0,1,1,0,1,1.3473287572157604,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2080804100206262,1,0,0,1,0,1,0.9186093264811402,0,1,0,1,0,0,1,0,0,0,1
0,0,1,-0.9924020376385532,0,0,0,0,0,0,-1.4893587220678115,0,0,1,1,0,0,0,0,0,1,0
0,1,1,1.5729808767233588,0,1,1,1,1,0,0.7474200401557899,1,0,0,0,0,1,0,1,0,0,0
1,1,0,0.2292088739623573,0,0,0,0,0,1,-1.326502616051532,1,0,0,1,0,0,0,0,1,0,0
1,1,0,1.369379058123207,1,0,1,0,0,1,1.1977670272008092,0,1,0,1,0,0,0,0,1,0,0
0,1,0,1.4915401492832985,1,1,0,0,0,0,1.1429277261953277,0,1,0,0,0,1,1,0,0,0,0
0,0,0,-1.2774445836787656,0,0,1,0,0,0,0.3668685271177476,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.9109613101984924,0,0,0,0,0,1,-1.0257173590214634,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-1.2383263334658694,0,0,0,0,0,1,0.1684009135479334,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.4223169455581282,0,1,0,0,0,1,-0.4972659129686364,1,0,0,1,0,0,0,0,1,0,0
0,0,0,1.4508197855632678,1,0,1,1,1,0,1.4520219682262263,0,1,0,0,1,0,0,0,1,0,1
0,0,0,-1.2611115558214108,0,0,0,0,0,0,0.3735238727617356,0,1,0,1,0,0,0,0,1,0,1
1,1,1,-0.1779947632379461,0,0,1,0,0,1,-0.8528904710041867,1,0,0,0,1,0,0,0,1,0,0
0,0,0,-0.9516816739185228,0,0,0,0,0,1,-1.491020519067978,0,0,1,0,1,0,0,0,1,0,0
0,0,0,-0.0151133083578247,0,0,0,0,0,1,0.0029349840813665,1,0,0,0,1,0,1,0,0,0,0
0,0,0,-1.246102492111545,0,1,1,0,0,1,-0.19311227445024273,1,0,0,1,0,0,0,0,0,1,1
0,1,0,-1.0738427650786138,0,0,0,0,1,1,-0.518869273970796,1,0,0,1,0,0,0,0,1,0,1
0,0,1,0.6771328748826912,1,0,0,0,1,1,1.1911198392001443,0,1,0,0,1,0,1,0,0,0,1
0,1,1,-1.2774445836787656,0,0,0,0,0,0,-1.505976692069473,0,0,1,1,0,0,0,0,0,1,1
0,1,0,1.1657772395230557,0,0,0,0,0,1,-1.4694171580658184,0,0,1,0,1,0,0,1,0,0,0
0,0,0,-1.0853296313399938,0,1,0,0,0,1,-0.23203421205581223,1,0,0,1,0,0,0,0,1,0,1
0,1,0,1.2064976032430856,1,1,1,1,1,0,1.6348196382444995,0,1,0,0,0,1,0,0,0,1,0
0,1,0,1.1657772395230557,1,1,0,1,1,0,0.3519123541162524,1,0,0,0,0,1,0,1,0,0,0
0,0,0,-1.2367242199587352,0,0,0,0,0,1,0.2173067971027965,0,1,0,1,0,0,0,1,0,0,0
0,0,0,0.1070477828022663,1,0,1,0,1,0,0.682609957149311,0,1,0,1,0,0,0,1,0,0,1
1,0,0,-0.6346685043855925,0,0,1,0,0,1,0.7601324462321998,0,1,0,1,0,0,0,0,1,0,1
0,1,0,-1.2774445836787656,0,0,1,0,0,1,-1.160322916034919,1,0,0,1,0,0,0,0,1,0,0
0,0,1,-0.8295205827584317,1,0,1,1,0,1,1.3473287572157604,0,1,0,1,0,0,0,0,1,0,0
1,0,0,-0.826481801505061,1,0,0,0,1,1,0.25093330584951,0,1,0,1,0,0,1,0,0,0,1
0,1,1,0.1477681465222966,0,1,1,0,0,0,-0.3693075439558449,1,0,0,0,1,0,0,0,0,1,0
1,1,0,-0.5417037450339081,0,0,0,0,0,1,0.0926527583338782,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0.758573602322752,1,0,1,0,0,1,0.4931650991303729,0,1,0,0,1,0,1,0,0,0,0
1,1,0,1.5322605130033284,1,1,1,1,1,1,0.7906267621601091,1,0,0,0,0,1,0,1,0,0,0
1,0,0,-1.2774445836787656,0,0,1,0,0,1,0.2738078951084448,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.1942371669658114,0,0,0,0,0,1,0.024842626459804285,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.5322605130033284,1,0,0,0,0,0,-1.33148800705203,0,0,1,0,0,1,1,0,0,0,0
0,0,0,-1.2672015647520196,0,0,0,0,0,1,0.17622097887757465,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2173116606771783,0,0,0,0,0,1,0.21373790473744117,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.0965540357978854,0,0,0,0,1,1,0.9850570111795456,0,1,0,0,1,0,1,0,0,0,0
0,1,1,-0.5037576729981889,1,1,0,0,0,0,0.3735157151184122,1,0,0,0,1,0,1,0,0,0,0
0,0,0,-1.1606681181797167,0,1,1,0,0,1,0.14947449227942922,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-0.3408762181180675,0,0,0,0,0,1,0.8504514541660894,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2296875323746332,0,1,1,0,0,1,-0.35590348442509695,1,0,0,1,0,0,0,0,0,1,1
0,1,0,0.4735310562825394,0,0,0,0,0,1,0.8604222361670865,0,1,0,0,1,0,1,0,0,0,0
1,1,0,0.188488510242327,0,0,0,0,0,1,0.2488809401059529,0,1,0,1,0,0,1,0,0,0,0
0,1,1,-0.5851984004382496,0,0,0,0,0,0,-1.5093002860698053,0,0,1,0,0,1,0,0,0,1,0
0,0,0,-1.1782287464064858,0,0,0,0,0,1,0.2599098410588293,0,1,0,1,0,0,0,0,1,0,1
0,1,0,-1.1234482103470185,1,0,0,0,0,1,0.3076443463156102,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2400206277356574,0,1,1,0,0,1,-0.4556180409488543,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-1.1656860959048994,0,1,1,0,0,1,-0.13508383017690284,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-0.6683895755623336,0,0,0,0,0,1,-0.03979057718343271,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2367242199587352,0,0,1,1,1,1,-0.8096837489998675,1,0,0,1,0,0,0,1,0,0,1
0,0,0,-1.1858811297470693,0,0,0,0,0,1,0.18595325445159283,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2570892277103898,0,0,0,0,0,0,-0.9153388266123337,0,0,1,1,0,0,0,0,0,1,1
0,0,0,-0.2594354906780068,0,0,0,0,0,1,-1.5009913010689746,0,0,1,0,1,0,1,0,0,0,0
0,1,1,-0.3001558543980371,0,1,1,1,0,1,-0.1050818209294312,1,0,0,0,1,0,1,0,0,0,0
0,0,0,-1.1960038562387048,0,0,0,0,0,0,-0.3776165289566755,1,0,0,1,0,0,0,1,0,0,1
0,0,0,-1.1960038562387048,0,0,0,0,0,0,-0.6651074099854147,1,0,0,1,0,0,0,0,0,1,0
1,0,0,0.5549717837226001,0,1,0,0,0,0,0.6726391751483144,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.3067759534624982,0,1,1,0,0,1,0.22305262280717097,1,0,0,1,0,0,0,0,0,1,1
0,0,0,0.2699292376823877,0,0,0,1,0,1,-0.4690153639658123,1,0,0,1,0,0,0,1,0,0,0
0,0,0,-1.20799316627803,0,1,1,0,0,1,-0.35763529782107234,1,0,0,1,0,0,0,0,0,1,1
0,1,1,-0.7888002190384014,1,0,0,0,0,0,-1.3381351950526947,0,0,1,0,1,0,1,0,0,0,0
0,1,0,0.21786777831512683,1,0,1,1,1,1,1.0506920019839259,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-0.9516816739185228,1,0,0,0,0,1,0.684271754149477,0,1,0,1,0,0,1,0,0,0,1
0,1,0,1.6137012404433893,1,1,1,0,0,1,0.641065032145158,0,1,0,0,0,1,1,0,0,0,0
0,1,0,0.7992939660427822,0,1,0,1,0,1,-0.0153447829204607,1,0,0,0,1,0,0,0,0,1,0
0,0,0,-1.10351290620003,0,1,1,0,0,1,0.06597495628975775,1,0,0,1,0,0,0,0,0,1,1
0,1,1,0.758573602322752,1,1,1,0,0,1,0.965115447177552,0,1,0,1,0,0,0,0,1,0,0
0,1,1,0.3513699651224484,0,0,1,0,1,1,0.0577742850868488,1,0,0,0,1,0,1,0,0,0,1
0,0,0,-1.2428586020203267,0,0,0,0,0,1,-0.03069812791630519,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.7888002190384014,0,0,1,0,0,0,-1.1835880740372453,1,0,0,1,0,0,0,0,1,0,0
0,0,0,-1.1145631287986442,0,0,1,0,0,1,1.0465435001856922,0,1,0,1,0,0,0,0,1,0,1
1,1,0,1.6137012404433893,1,1,1,1,1,1,1.5999219012410113,0,1,0,1,0,0,0,1,0,0,0
1,0,0,-1.1145631287986442,0,0,1,0,0,1,0.6626683931473177,0,1,0,1,0,0,0,0,1,0,0
1,1,0,-0.5851984004382496,0,0,0,0,0,0,0.4582673621268844,0,1,0,1,0,0,0,0,1,0,1
0,1,0,-1.1932160582745697,0,0,0,1,1,1,0.11230380682376462,0,1,0,1,0,0,0,0,0,1,1
0,0,0,-1.2774445836787656,0,1,0,0,0,0,-1.158661119034753,1,0,0,1,0,0,0,0,0,1,0
0,1,1,-1.0472643388883687,1,0,0,1,0,1,0.20066035478803612,0,1,0,1,0,0,1,0,0,0,1
0,1,0,1.1657772395230557,0,1,0,1,1,1,-0.0868020539276039,1,0,0,0,0,1,0,0,0,1,0
0,0,0,-1.0971158556500356,0,1,1,0,0,1,-0.2066936539823466,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-1.231703106308114,0,0,0,0,0,1,0.1342524851127191,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2452345396231133,0,1,1,0,0,1,-0.25499551843934765,1,0,0,1,0,0,0,0,0,1,1
0,1,1,1.4100994218432374,1,1,1,1,1,1,0.1524967140963176,1,0,0,0,1,0,0,1,0,0,0
0,1,0,1.6137012404433893,1,0,1,1,1,1,1.5234792392333694,0,1,0,0,0,1,0,1,0,0,0
0,0,0,-1.26224412359429,0,0,0,0,0,1,-0.32440954028860025,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-0.31535664972382293,1,0,0,1,0,1,0.6952541635639266,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2367242199587352,0,1,1,0,0,1,-0.3537117873988957,1,0,0,1,0,0,0,0,0,1,1
0,1,0,-0.62591876415828,0,0,1,1,0,1,-0.9675544640156492,1,0,0,1,0,0,0,1,0,0,0
0,0,1,0.7178532386027215,0,0,0,0,0,0,0.1857326540996401,0,1,0,0,0,1,0,1,0,0,0
0,0,0,0.1477681465222966,1,0,1,0,0,1,1.1429277261953277,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.6137012404433893,1,0,0,0,0,1,-1.3530913680541898,0,0,1,0,0,1,1,0,0,0,0
0,0,0,-0.6666391278783103,0,0,1,0,1,1,-0.3609985589550142,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-0.4390934201778247,1,0,0,0,0,0,0.34927126478568304,0,1,0,1,0,0,1,0,0,0,1
0,0,0,1.4915401492832985,1,0,0,1,1,0,1.304122035211441,0,1,0,0,0,1,0,0,1,0,0
0,1,0,-0.1372743995179157,1,0,1,0,0,1,0.5114448661322006,0,1,0,1,0,0,1,0,0,0,1
0,1,0,-1.119430024272198,1,0,0,0,0,1,0.3122477880026818,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.8702409464784621,1,0,0,0,0,1,0.3901336851200734,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-1.1552834925186746,0,0,0,0,0,0,-1.5259182560714666,0,0,1,1,0,0,0,0,0,1,0
0,0,0,-0.9331655247380602,1,0,0,1,0,1,0.9270315427587121,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-1.2533660358690308,0,1,1,0,0,1,-0.14465253797380243,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-1.1695355947337749,0,1,1,0,0,1,0.19464424859960072,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-0.8170465573019787,0,1,1,0,0,1,0.044582468205348336,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-1.2774445836787656,0,1,0,0,0,1,-0.5421344319731216,1,0,0,1,0,0,1,0,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-0.6468276429835875,1,0,0,1,0,0,0,0,1,0,1
0,1,0,1.6137012404433893,1,0,0,0,0,0,-1.3215172250510334,0,0,1,0,0,1,0,1,0,0,0
0,1,0,-1.1960038562387048,1,0,0,0,0,1,1.0116457631822036,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2367242199587352,0,0,0,0,0,0,0.14444572986616022,0,1,0,1,0,0,0,0,1,0,1
0,1,0,1.2879383306831464,0,1,0,0,0,1,0.2920876621102721,0,1,0,1,0,0,0,0,0,1,0
1,0,0,-0.62591876415828,0,0,0,0,0,0,-1.4660935640654862,0,0,1,0,1,0,0,0,0,1,0
0,1,1,-1.1960038562387048,1,0,1,1,0,1,0.1458495260956535,1,0,0,1,0,0,1,0,0,0,0
0,1,1,1.6137012404433893,0,1,1,0,1,0,0.1209225710931616,1,0,0,0,0,1,1,0,0,0,0
0,0,0,-1.2383474030821577,0,0,0,0,0,1,0.19663657042230984,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0.0663274190822359,0,0,0,1,0,1,0.641065032145158,0,1,0,1,0,0,0,0,0,1,0
0,0,0,-0.3001558543980371,0,0,1,0,1,1,0.0345091270845229,1,0,0,1,0,0,1,0,0,0,0
0,0,0,-1.1960038562387048,0,1,0,1,0,1,1.1379423351948288,0,1,0,1,0,0,0,1,0,0,1
0,1,0,-1.143253668627726,0,0,0,0,0,1,-0.9660666624607838,1,0,0,1,0,0,0,0,1,0,1
0,1,1,-0.9844546133348216,0,0,0,0,0,1,0.39869194957266985,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-0.9924020376385532,1,0,0,0,0,1,0.3269853991137605,0,1,0,1,0,0,0,1,0,0,0
0,1,0,1.1657772395230557,1,1,1,1,1,1,0.53304822713436,1,0,0,0,0,1,1,0,0,0,0
0,1,1,0.1070477828022663,0,0,0,0,0,0,-1.4860351280674795,0,0,1,0,1,0,1,0,0,0,0
0,0,0,-1.194454654871834,0,0,0,0,0,1,0.4704933789082988,0,1,0,1,0,0,0,0,1,0,1
1,1,1,1.1657772395230557,1,0,0,1,0,1,0.0145675630825296,1,0,0,0,1,0,0,0,1,0,0
0,0,0,-1.2558860704556678,0,0,0,0,0,1,0.19814722772865984,0,1,0,1,0,0,0,0,1,0,1
0,0,1,-1.2588145338390246,0,0,0,0,0,0,-0.5050981686289368,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-0.7888002190384014,0,0,0,0,0,1,0.534710024134526,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.2879383306831464,1,1,1,0,1,0,1.5135084572323727,0,1,0,0,0,1,1,0,0,0,0
