SeniorCitizen,Partner,Dependents,tenure,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,PaperlessBilling,MonthlyCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
1,1,0,-0.30015585439803716,0,0,1,1,0,1,1.1213243651931677,False,True,False,True,False,False,False,False,True,False,1
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.481049737066981,False,False,True,True,False,False,False,False,False,True,0
0,1,1,-1.2774445836787656,0,0,0,0,0,0,-1.505976692069473,False,False,True,True,False,False,False,False,True,False,0
0,0,0,0.22920887396235737,1,0,0,1,1,0,1.0049985751815391,False,True,False,False,True,False,True,False,False,False,0
1,1,0,1.369379058123207,0,0,1,1,0,0,-0.6385186579827569,True,False,False,False,True,False,True,False,False,False,0
0,1,0,1.4508197855632678,1,0,1,1,1,1,1.503537675231376,False,True,False,False,False,True,True,False,False,False,1
0,0,0,-1.1145631287986442,0,0,0,0,0,0,-1.3447823830533592,True,False,False,True,False,False,False,False,False,True,0
0,1,1,1.6137012404433893,1,1,1,0,0,1,1.3091074262119398,False,True,False,False,True,False,False,False,True,False,0
0,0,0,-0.015113308357824713,0,1,0,0,0,0,-1.150352134033923,True,False,False,False,True,False,False,False,False,True,0
0,0,0,0.43281069256250915,1,0,0,0,0,0,0.9833952141793793,False,True,False,False,True,False,False,False,False,True,0
0,1,1,1.6137012404433893,0,0,0,0,0,0,-1.5076384890696393,False,False,True,False,False,True,False,True,False,False,0
0,1,0,0.9214550572028734,1,1,1,0,0,1,1.0631614701873533,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0.7992939660427822,0,1,0,1,1,0,-0.22639300194155818,True,False,False,False,True,False,False,True,False,False,0
0,0,0,0.43281069256250915,0,0,1,1,0,1,0.893658176170409,False,True,False,True,False,False,False,False,True,False,0
1,1,0,0.18848851024232702,1,0,0,0,0,1,0.39013368512007346,False,True,False,True,False,False,False,False,True,False,1
0,1,1,1.2879383306831464,0,0,1,0,1,1,-0.33773340095268845,True,False,False,False,False,True,False,False,True,False,0
0,1,1,-1.1960038562387048,0,1,1,0,0,0,0.8338334841644282,False,True,False,True,False,False,False,False,True,False,0
0,0,0,0.14776814652229667,0,1,0,0,0,0,-1.1204397880309327,True,False,False,False,False,True,True,False,False,False,0
0,1,1,-0.9109613101984924,1,1,0,0,0,1,1.1794872601989819,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0.35136996512244845,0,0,0,0,0,0,-1.4660935640654862,False,False,True,False,False,True,False,False,False,True,0
0,1,1,-0.21871512695797646,1,0,1,0,1,1,0.6792863631489789,False,True,False,True,False,False,False,True,False,False,0
0,1,1,0.9621754209229036,1,0,0,1,0,1,1.1645310871974868,False,True,False,False,True,False,False,True,False,False,0
0,0,0,-1.0738427650786138,0,0,0,0,0,0,-1.46443176706532,False,False,True,True,False,False,False,False,False,True,0
0,0,0,-1.1960038562387048,1,0,0,0,0,1,0.32033821111309646,False,True,False,True,False,False,False,False,True,False,1
0,1,1,-1.0331224013585834,0,1,0,0,0,0,-0.467353566965646,True,False,False,True,False,False,False,False,False,True,0
0,1,1,-1.1552834925186746,0,0,0,0,0,0,-1.4594463760648215,False,False,True,True,False,False,False,False,False,True,0
0,0,0,0.025607055362205634,0,1,0,0,1,1,0.8039211381614382,False,True,False,False,False,True,False,False,True,False,0
1,0,0,-0.21871512695797646,1,0,0,1,0,1,0.44164939212522314,False,True,False,True,False,False,False,False,True,False,1
0,1,0,1.6137012404433893,1,0,0,0,0,1,-1.3697093380558512,False,False,True,False,False,True,True,False,False,False,0
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.4960059100684764,False,False,True,True,False,False,False,False,False,True,0
1,0,0,1.5729808767233588,0,1,1,0,0,1,-0.2762469119465419,True,False,False,False,True,False,False,False,True,False,0
0,0,0,-0.7888002190384014,1,0,0,0,0,1,0.7042133181514708,False,True,False,True,False,False,False,False,True,False,0
0,1,1,-0.30015585439803716,0,1,1,1,0,1,-0.2047896409393986,True,False,False,True,False,False,False,True,False,False,1
0,0,0,1.4100994218432374,0,0,0,0,1,0,-0.47233895796614456,True,False,False,False,False,True,True,False,False,False,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,-0.9742016520163136,True,False,False,True,False,False,False,False,True,False,1
0,0,0,-1.2367242199587352,0,0,0,0,0,0,-0.6784017859867437,True,False,False,True,False,False,False,False,True,False,1
0,0,0,0.43281069256250915,1,0,0,0,0,1,-1.2982520670487077,False,False,True,False,False,True,False,True,False,False,0
0,0,0,-0.38159658183809786,0,1,0,0,0,1,0.3402797751150897,False,True,False,True,False,False,True,False,False,False,0
0,1,1,1.2879383306831464,0,0,0,0,0,0,-1.481049737066981,False,False,True,False,False,True,False,False,False,True,0
0,0,1,1.002895784642934,0,0,0,0,0,1,-1.5009913010689746,False,False,True,False,False,True,False,False,False,True,0
1,1,0,-1.2774445836787656,0,0,0,0,0,1,0.18905624809997262,False,True,False,True,False,False,False,False,False,True,1
1,1,1,1.6137012404433893,1,1,1,1,1,1,0.7740087921584478,True,False,False,False,False,True,False,True,False,False,0
0,0,0,-0.9924020376385531,1,1,0,0,1,0,0.21232140610229844,True,False,False,True,False,False,False,False,True,False,1
0,1,0,1.1657772395230555,1,0,1,0,0,1,1.2060760122016398,False,True,False,False,False,True,True,False,False,False,0
0,0,0,1.2879383306831464,1,1,1,0,0,1,0.6493740171459885,False,True,False,False,True,False,False,True,False,False,0
1,1,0,1.5729808767233588,1,0,0,0,0,0,-1.3564149620545218,False,False,True,False,False,True,True,False,False,False,0
0,1,1,1.3286586944031769,1,1,1,0,1,1,1.1396041321949948,False,True,False,False,False,True,False,True,False,False,0
0,0,0,-1.1960038562387048,0,0,0,0,0,0,-1.5009913010689746,False,False,True,False,True,False,False,False,False,True,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,-0.6351950639824246,True,False,False,True,False,False,False,False,True,False,1
0,0,1,-0.0965540357978854,0,0,1,1,0,0,-0.00869759491979612,True,False,False,False,True,False,False,True,False,False,0
0,1,1,-0.7073594915983407,0,0,1,1,1,1,0.1574821050968162,True,False,False,True,False,False,False,False,False,True,0
0,1,1,-0.9924020376385531,0,0,0,0,1,1,0.12590796209365976,True,False,False,True,False,False,False,False,True,False,0
0,0,0,-1.0331224013585834,1,0,0,0,0,0,1.0049985751815391,False,True,False,True,False,False,False,False,False,True,1
0,1,1,1.5322605130033284,1,1,1,1,0,1,1.4420511862252297,False,True,False,False,True,False,False,True,False,False,0
0,1,1,1.2064976032430856,0,1,1,1,1,0,0.7091987091519689,True,False,False,False,False,True,False,False,True,False,0
0,1,1,-1.0738427650786138,0,0,0,0,0,0,-1.4976677070686424,False,False,True,True,False,False,False,False,False,True,0
0,1,1,-0.748079855318371,0,0,0,0,0,1,0.5363718211346925,False,True,False,True,False,False,True,False,False,False,0
0,0,0,-0.4223169455581282,1,0,0,0,0,1,0.6443886261454905,False,True,False,True,False,False,True,False,False,False,0
0,1,1,-0.4223169455581282,0,0,0,0,0,0,-1.4827115340671475,False,False,True,False,True,False,False,False,False,True,0
0,1,1,-0.6666391278783103,0,1,0,1,0,0,-0.017006579920626735,True,False,False,False,False,True,False,False,False,True,0
0,0,0,-0.9109613101984924,1,0,0,0,0,0,-1.2982520670487077,False,False,True,False,False,True,True,False,False,False,0
0,0,1,-0.7888002190384014,0,1,1,0,0,1,-0.29120308494803704,True,False,False,True,False,False,False,False,True,False,0
0,1,0,-0.5037576729981889,1,1,0,0,0,0,0.5862257311396761,False,True,False,True,False,False,False,False,True,False,1
0,0,0,-1.2367242199587352,0,0,0,0,0,1,0.16412929309748078,False,True,False,True,False,False,False,False,True,False,0
0,0,0,0.8400143297628127,1,0,1,1,1,1,0.30372024111143525,True,False,False,False,False,True,True,False,False,False,0
0,1,1,-0.8702409464784621,0,0,0,0,0,0,-1.4677553610656522,False,False,True,False,True,False,False,False,False,True,0
0,1,0,1.4915401492832983,0,0,0,0,0,0,-1.491020519067978,False,False,True,False,False,True,False,False,False,True,0
0,0,0,-1.1552834925186746,0,0,0,0,0,1,0.20401242110146783,False,True,False,True,False,False,True,False,False,False,1
0,1,0,1.6137012404433893,1,1,1,1,1,1,0.8072447321617703,True,False,False,False,False,True,True,False,False,False,0
1,1,0,1.0436161483629645,0,0,1,1,0,1,-0.6468276429835875,True,False,False,True,False,False,False,False,True,False,1
0,1,1,-0.6666391278783103,0,0,0,0,0,0,-1.4744025490663168,False,False,True,True,False,False,False,False,True,False,0
0,1,0,0.43281069256250915,0,1,0,1,1,1,0.6477122201458225,False,True,False,False,True,False,True,False,False,False,0
0,1,0,-1.2367242199587352,1,0,0,1,1,1,1.3174164112127704,False,True,False,True,False,False,False,False,True,False,1
0,1,0,-0.748079855318371,0,0,1,1,1,0,0.5712695581381809,True,False,False,False,False,True,False,False,False,True,0
0,1,0,0.8400143297628127,0,0,0,1,0,1,1.0000131841810405,False,True,False,False,True,False,True,False,False,False,1
0,0,0,-0.015113308357824713,0,0,0,0,0,0,-1.4694171580658184,False,False,True,False,True,False,True,False,False,False,0
0,1,0,0.06632741908223598,1,0,0,0,0,0,-1.33148800705203,False,False,True,True,False,False,False,False,True,False,0
1,0,0,-0.7073594915983407,1,0,0,0,0,1,0.32200000811326246,False,True,False,True,False,False,False,False,False,True,1
1,0,0,-1.0331224013585834,0,1,0,0,0,0,0.3884718881199074,False,True,False,True,False,False,True,False,False,False,1
0,1,1,-0.7073594915983407,1,0,1,1,0,1,1.3489905542159264,False,True,False,True,False,False,True,False,False,False,0
0,1,0,1.1657772395230555,0,0,0,0,0,1,-1.4694171580658184,False,False,True,False,True,False,False,True,False,False,0
0,0,0,-1.2774445836787656,0,0,1,0,0,0,-1.156999322034587,True,False,False,True,False,False,True,False,False,False,1
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-0.6468276429835875,True,False,False,True,False,False,False,False,False,True,0
0,0,0,-0.9924020376385531,1,0,0,0,0,0,0.6560212051466532,False,True,False,True,False,False,True,False,False,False,1
0,1,1,0.025607055362205634,0,1,0,1,0,0,0.3319707901142591,True,False,False,False,True,False,False,True,False,False,0
0,0,0,-0.7888002190384014,0,0,1,1,0,1,0.4815325201292102,False,True,False,True,False,False,False,False,True,False,1
0,1,0,-1.2774445836787656,0,0,0,0,0,1,-1.328164413051698,True,False,False,True,False,False,False,False,True,False,1
0,0,0,-0.5037576729981889,0,0,1,0,0,1,-0.4307940329619915,True,False,False,True,False,False,False,False,False,True,0
0,0,0,-1.1960038562387048,0,0,0,0,1,0,-1.1420431490330922,True,False,False,True,False,False,False,False,True,False,0
0,0,0,-0.7888002190384014,0,0,0,0,0,0,-1.4993295040688086,False,False,True,False,True,False,False,False,True,False,0
0,1,0,0.3106496014024181,1,0,1,0,0,0,-0.27126152094604356,True,False,False,True,False,False,False,True,False,False,0
0,1,1,0.43281069256250915,1,1,0,0,1,1,0.2372483611047903,True,False,False,False,True,False,False,True,False,False,0
0,1,0,-1.0738427650786138,0,0,1,1,0,1,0.8720548151682491,False,True,False,True,False,False,False,False,True,False,1
0,1,1,1.4915401492832983,0,0,0,0,0,0,-1.4960059100684764,False,False,True,False,False,True,True,False,False,False,0
0,1,1,1.6137012404433893,1,1,1,1,0,0,1.4935668932303794,False,True,False,False,False,True,False,True,False,False,0
0,1,1,1.0843365120829946,0,0,0,0,0,0,-1.5109620830699715,False,False,True,False,False,True,False,True,False,False,0
0,1,0,-0.5037576729981889,0,1,1,0,1,1,1.0565142821866886,False,True,False,True,False,False,False,False,True,False,0
0,1,1,-0.3408762181180675,1,0,0,0,0,1,-1.3514295710540236,False,False,True,False,False,True,True,False,False,False,0
0,0,0,1.0843365120829946,1,0,1,1,1,1,1.5484061942358611,False,True,False,True,False,False,False,False,True,False,0
0,1,1,1.6137012404433893,1,0,1,1,1,1,1.5783185402388515,False,True,False,False,False,True,True,False,False,False,0
0,0,1,-1.2774445836787656,0,0,0,0,0,0,-1.462769970065154,False,False,True,True,False,False,False,False,False,True,0
0,1,0,-0.21871512695797646,0,1,0,0,1,1,1.2343265612044643,False,True,False,False,True,False,False,True,False,False,0
0,0,0,-0.748079855318371,0,0,1,0,1,1,0.5081212721318681,False,True,False,True,False,False,False,True,False,False,0
0,1,1,1.5729808767233588,1,1,0,1,0,0,1.3556377422165908,False,True,False,False,False,True,False,False,True,False,0
0,0,1,-0.7888002190384014,0,0,0,0,0,1,0.4499583771260538,False,True,False,True,False,False,False,True,False,False,0
0,0,0,0.47353105628253944,0,0,0,0,0,0,0.13587874409465642,False,True,False,True,False,False,False,True,False,False,0
0,0,0,0.025607055362205634,0,0,1,0,1,1,0.5047976781315361,False,True,False,False,True,False,True,False,False,False,0
0,1,1,1.6137012404433893,0,1,1,1,1,1,-0.3094828519498643,True,False,False,False,False,True,False,True,False,False,0
0,0,0,-1.2774445836787656,0,0,0,0,0,0,0.50313588113137,False,True,False,True,False,False,False,False,True,False,1
0,0,0,-0.5444780367182193,0,1,0,1,1,1,1.3905354792200795,False,True,False,True,False,False,False,False,True,False,1
0,1,0,1.2879383306831464,0,0,1,1,1,1,1.2526063282062914,False,True,False,False,True,False,False,True,False,False,0
0,0,0,-1.2367242199587352,0,0,0,0,0,1,-0.6235624849812617,True,False,False,True,False,False,False,True,False,False,1
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.3132082400502028,True,False,False,True,False,False,False,False,True,False,0
0,0,1,1.1657772395230555,0,0,0,0,0,0,-1.4960059100684764,False,False,True,False,False,True,False,False,False,True,0
0,1,1,-0.13727439951791576,0,0,0,0,0,0,-1.4876969250676457,False,False,True,False,True,False,False,False,True,False,0
1,1,0,-0.38159658183809786,1,0,0,0,0,0,0.7324638671542947,False,True,False,True,False,False,False,False,True,False,0
0,1,0,1.002895784642934,0,1,1,1,0,1,-0.19980424993890028,True,False,False,True,False,False,True,False,False,False,0
0,1,1,1.6137012404433893,0,1,1,1,1,0,-0.6484894399837535,True,False,False,False,False,True,False,True,False,False,0
0,1,0,1.369379058123207,0,1,1,1,1,1,-0.27126152094604356,True,False,False,False,False,True,True,False,False,False,0
0,1,1,1.3286586944031769,1,0,1,1,1,1,0.6460504231456565,True,False,False,False,False,True,True,False,False,False,0
0,0,0,-0.9924020376385531,0,0,0,0,0,1,0.5064594751317021,False,True,False,True,False,False,True,False,False,False,0
0,0,0,-1.1552834925186746,0,0,0,0,0,1,0.179085466098976,False,True,False,True,False,False,False,False,True,False,1
0,1,0,1.5729808767233588,1,0,0,0,0,0,-1.329826210051864,False,False,True,False,False,True,True,False,False,False,0
0,1,1,-1.2774445836787656,0,0,0,0,0,1,-1.481049737066981,False,False,True,False,True,False,False,False,True,False,0
0,1,0,-1.1552834925186746,0,0,0,0,1,0,-0.4889569279678058,True,False,False,True,False,False,False,False,False,True,1
0,0,0,-0.8295205827584317,0,0,0,0,0,1,-1.5093002860698053,False,False,True,False,True,False,True,False,False,False,0
0,0,0,-0.3408762181180675,0,1,0,0,0,1,-0.47067716096597834,True,False,False,False,True,False,False,False,False,True,0
0,1,1,-0.055833672077855064,0,1,0,1,1,1,0.544680806135523,True,False,False,False,True,False,False,False,False,True,0
0,1,0,-1.2774445836787656,0,0,0,0,0,0,-0.31779183695069496,True,False,False,True,False,False,False,False,False,True,1
0,0,0,-0.0965540357978854,1,0,0,0,1,1,0.8354952811645946,False,True,False,True,False,False,False,True,False,False,0
0,1,1,0.5956921474426305,1,1,1,0,1,1,0.682609957149311,True,False,False,False,False,True,False,True,False,False,0
0,0,0,0.880734693482843,1,1,1,0,1,1,1.437065795224731,False,True,False,False,False,True,False,True,False,False,0
